shot,club,block,model,window,center_source,tdm_residual,speed_source,snapshot_half,max_range_m,n_snapshots,n_frames,launch_angle_deg,trackman_launch_deg,launch_error_deg,best_log_error,truth_log_error,truth_minus_best,median_cross_to_direct,median_double_to_direct,trackman_ball_ms,radar_ball_ms,radar_height_m,tilt_deg
92,5Iron,A,direct1,hann,peak,none,ops,second,4.7,10,3,6.323740130401469,10.917999999999983,-4.594259869598514,-1.0695621902149433,-0.9205912504552526,0.14897093975969067,nan,nan,48.10142426707913,46.135109857309985,0.1524,10.404948650719305
92,5Iron,A,two2,hann,peak,none,ops,second,4.7,10,3,7.683115248112266,10.917999999999983,-3.2348847518877175,-1.0924227061417586,-1.0403905728680396,0.05203213327371903,nan,0.14931902649061773,48.10142426707913,46.135109857309985,0.1524,10.404948650719305
92,5Iron,A,four4,hann,peak,none,ops,second,4.7,10,3,7.066435005633063,10.917999999999983,-3.85156499436692,-1.2094704352757844,-1.1952522308274425,0.014218204448341876,0.30182986792425426,0.21652341373193273,48.10142426707913,46.135109857309985,0.1524,10.404948650719305
93,5Iron,A,direct1,hann,peak,none,ops,second,4.7,10,3,-3.7562058769800184,1.5239999999999743,-5.280205876979993,-1.9714136859444988,-1.5299929890940216,0.44142069685047725,nan,nan,38.89241553193201,38.26469086258259,0.1524,10.404948650719305
93,5Iron,A,two2,hann,peak,none,ops,second,4.7,10,3,-3.465584261983641,1.5239999999999743,-4.989584261983615,-2.1016916597127637,-2.0274634162624725,0.07422824345029122,nan,0.6415905367430959,38.89241553193201,38.26469086258259,0.1524,10.404948650719305
93,5Iron,A,four4,hann,peak,none,ops,second,4.7,10,3,-3.9375527276076125,1.5239999999999743,-5.461552727607587,-2.1735700783779603,-2.0863843924223793,0.08718568595558107,1.0694398968259213,0.9627973630327922,38.89241553193201,38.26469086258259,0.1524,10.404948650719305
94,5Iron,A,direct1,hann,peak,none,ops,second,4.7,10,3,9.747821392198528,13.115999999999982,-3.368178607801454,-0.8283663309118454,-0.7822036739159666,0.04616265699587885,nan,nan,57.93628796480906,56.37819553311256,0.1524,10.404948650719305
94,5Iron,A,two2,hann,peak,none,ops,second,4.7,10,3,8.878934593083839,13.115999999999982,-4.237065406916143,-0.9428263930229268,-0.8801582932416482,0.06266809978127863,nan,0.30736426476451273,57.93628796480906,56.37819553311256,0.1524,10.404948650719305
94,5Iron,A,four4,hann,peak,none,ops,second,4.7,10,3,7.968659323619322,13.115999999999982,-5.14734067638066,-1.1952672151447856,-1.167050361249595,0.028216853895190575,0.40498236937484067,0.2442174999257904,57.93628796480906,56.37819553311256,0.1524,10.404948650719305
95,5Iron,A,direct1,hann,peak,none,ops,second,4.7,12,3,14.534266128474616,14.271999999999982,0.26226612847463393,-0.8857832352783365,-0.8854236547562611,0.0003595805220754089,nan,nan,51.2306990799932,48.76380628406203,0.1524,10.404948650719305
95,5Iron,A,two2,hann,peak,none,ops,second,4.7,12,3,14.071599891759881,14.271999999999982,-0.20040010824010146,-0.9472361352079014,-0.9470687196839594,0.00016741552394194947,nan,0.15960661405337412,51.2306990799932,48.76380628406203,0.1524,10.404948650719305
95,5Iron,A,four4,hann,peak,none,ops,second,4.7,12,3,13.158361568966054,14.271999999999982,-1.1136384310339285,-1.1289627002896505,-1.12757089593884,0.0013918043508105438,0.3031459206746092,0.17158442604267515,51.2306990799932,48.76380628406203,0.1524,10.404948650719305
96,5Iron,A,direct1,hann,peak,none,ops,second,4.7,8,2,12.016464582175828,14.196999999999997,-2.180535417824169,-0.9194146372454274,-0.8811172587298642,0.03829737851556314,nan,nan,57.93628796480906,56.177827827840886,0.1524,10.404948650719305
96,5Iron,A,two2,hann,peak,none,ops,second,4.7,8,2,10.045509884392189,14.196999999999997,-4.151490115607809,-1.0101560783417827,-0.9295958604713044,0.08056021787047829,nan,0.2890451968307807,57.93628796480906,56.177827827840886,0.1524,10.404948650719305
96,5Iron,A,four4,hann,peak,none,ops,second,4.7,8,2,11.327590460537024,14.196999999999997,-2.869409539462973,-1.2036672388868248,-1.1928052863159873,0.010861952570837552,0.2523601865301587,0.22661221250013452,57.93628796480906,56.177827827840886,0.1524,10.404948650719305
97,5Iron,A,direct1,hann,peak,none,ops,second,4.7,8,2,8.48376982013625,14.368000000000002,-5.884230179863753,-1.124951940209813,-0.9075840020261314,0.2173679381836815,nan,nan,56.95280159503608,55.24302226726476,0.1524,10.404948650719305
97,5Iron,A,two2,hann,peak,none,ops,second,4.7,8,2,8.78015185879664,14.368000000000002,-5.587848141203363,-1.278531519447678,-1.0321077126217302,0.2464238068259479,nan,0.27113787447945753,56.95280159503608,55.24302226726476,0.1524,10.404948650719305
97,5Iron,A,four4,hann,peak,none,ops,second,4.7,8,2,11.333766648512565,14.368000000000002,-3.034233351487437,-1.4215455260975913,-1.3999126810136533,0.021632845083938035,0.31180734889090167,0.10781547669323285,56.95280159503608,55.24302226726476,0.1524,10.404948650719305
