shot,club,block,model,window,center_source,tdm_residual,n_snapshots,n_frames,launch_angle_deg,trackman_launch_deg,launch_error_deg,best_log_error,truth_log_error,truth_minus_best,median_cross_to_direct,median_double_to_direct,trackman_ball_ms,radar_ball_ms,radar_height_m,tilt_deg
66,9Iron,A,two2,hann,track,none,20,5,13.97053810590126,21.533999999999995,-7.563461894098735,-0.9818715116128095,-0.7859997333270738,0.19587177828573565,nan,0.2199174458857892,50.023693080726346,48.11344544831894,0.1524,10.404948650719305
66,9Iron,A,four3,hann,track,none,20,5,16.815796676735232,21.533999999999995,-4.718203323264763,-1.1908065987462417,-1.0990019092221228,0.09180468952411891,0.2603396540096312,0.11015451517733194,50.023693080726346,48.11344544831894,0.1524,10.404948650719305
66,9Iron,A,four4,hann,track,none,20,5,18.328771239479305,21.533999999999995,-3.20522876052069,-1.289220093311647,-1.2235179578422155,0.0657021354694316,0.3177820581271301,0.16469399524441294,50.023693080726346,48.11344544831894,0.1524,10.404948650719305
67,9Iron,A,direct1,hann,track,none,22,6,16.297381339008364,21.057999999999993,-4.760618660991629,-1.005883841990079,-0.9248781890032483,0.08100565298683082,nan,nan,48.23553604477545,45.86818820896334,0.1524,10.404948650719305
67,9Iron,A,two2,hann,track,none,22,6,16.45276219701625,21.057999999999993,-4.605237802983744,-1.0579681467607296,-0.9827084859956002,0.07525966076512935,nan,0.14079326039627724,48.23553604477545,45.86818820896334,0.1524,10.404948650719305
67,9Iron,A,four3,hann,track,none,22,6,15.470689208326815,21.057999999999993,-5.587310791673177,-1.2072169362038474,-1.1393035077272338,0.06791342847661364,0.269634493061807,0.12713126192014096,48.23553604477545,45.86818820896334,0.1524,10.404948650719305
67,9Iron,A,four4,hann,track,none,22,6,12.494495220037638,21.057999999999993,-8.563504779962354,-1.29278468498036,-1.257450297701031,0.03533438727932903,0.37172740591132114,0.18947132690892482,48.23553604477545,45.86818820896334,0.1524,10.404948650719305
68,9Iron,A,direct1,hann,track,none,20,5,-2.894265812153702,5.689999999999997,-8.5842658121537,-1.1079830852434702,-0.7822265323508406,0.3257565528926296,nan,nan,48.23553604477545,47.56644566975043,0.1524,10.404948650719305
68,9Iron,A,two2,hann,track,none,20,5,1.2987171126197825,5.689999999999997,-4.391282887380214,-1.2210965810877177,-1.18969852540555,0.03139805568216758,nan,1.631953047373104,48.23553604477545,47.56644566975043,0.1524,10.404948650719305
68,9Iron,A,four3,hann,track,none,20,5,0.5633995288917912,5.689999999999997,-5.126600471108206,-1.2520925840710255,-1.2224764434704483,0.029616140600577268,0.9500877138722932,0.9520632002976762,48.23553604477545,47.56644566975043,0.1524,10.404948650719305
68,9Iron,A,four4,hann,track,none,20,5,1.9380717298030574,5.689999999999997,-3.7519282701969394,-1.4120284684832647,-1.3989136348190976,0.013114833664167103,0.9766303318478975,0.9112607764778342,48.23553604477545,47.56644566975043,0.1524,10.404948650719305
69,9Iron,A,direct1,hann,track,none,19,7,18.608990350207502,21.013999999999996,-2.4050096497924933,-0.9536550018398542,-0.9190663887119405,0.034588613127913725,nan,nan,52.21418544976619,50.25057192151659,0.1524,10.404948650719305
69,9Iron,A,two2,hann,track,none,19,7,18.25260799510423,21.013999999999996,-2.7613920048957645,-1.0026368332132827,-0.9669479246752956,0.03568890853798712,nan,0.14004643110049625,52.21418544976619,50.25057192151659,0.1524,10.404948650719305
69,9Iron,A,four3,hann,track,none,19,7,18.50732615347986,21.013999999999996,-2.506673846520137,-1.1865262850827274,-1.1576176046030977,0.02890868047962969,0.2575589511548273,0.12902207525915313,52.21418544976619,50.25057192151659,0.1524,10.404948650719305
69,9Iron,A,four4,hann,track,none,19,7,18.67274591481093,21.013999999999996,-2.3412540851890675,-1.2503595140554822,-1.225515969463638,0.024843544591844235,0.28893225087961183,0.15547381484264353,52.21418544976619,50.25057192151659,0.1524,10.404948650719305
70,9Iron,A,direct1,hann,track,none,22,7,18.53091515866632,22.12999999999998,-3.59908484133366,-0.8414125327056717,-0.7807730640840536,0.060639468621618176,nan,nan,48.727279229661946,46.809339155828525,0.1524,10.404948650719305
70,9Iron,A,two2,hann,track,none,22,7,18.321317537970707,22.12999999999998,-3.8086824620292745,-0.884228134736947,-0.8213122336810421,0.06291590105590483,nan,0.16006938118003555,48.727279229661946,46.809339155828525,0.1524,10.404948650719305
70,9Iron,A,four3,hann,track,none,22,7,18.953052342372175,22.12999999999998,-3.1769476576278066,-1.0198374889205875,-0.9773077171060219,0.04252977181456552,0.1503286947830964,0.1425821958408351,48.727279229661946,46.809339155828525,0.1524,10.404948650719305
70,9Iron,A,four4,hann,track,none,22,7,19.722098074566446,22.12999999999998,-2.407901925433535,-1.0927694049800971,-1.0690974367559953,0.02367196822410178,0.2789629797755848,0.1413463142129253,48.727279229661946,46.809339155828525,0.1524,10.404948650719305
71,9Iron,A,direct1,hann,track,none,18,6,17.893379029096625,21.279999999999987,-3.386620970903362,-0.8478360056725543,-0.8111555425207188,0.036680463151835596,nan,nan,49.442542044042305,47.82772354287831,0.1524,10.404948650719305
71,9Iron,A,two2,hann,track,none,18,6,18.45977068745456,21.279999999999987,-2.8202293125454254,-0.8778683053483464,-0.8510732670898716,0.026795038258474735,nan,0.11582457616176145,49.442542044042305,47.82772354287831,0.1524,10.404948650719305
71,9Iron,A,four3,hann,track,none,18,6,18.238526789393237,21.279999999999987,-3.0414732106067497,-1.0322756878599006,-1.005320857112464,0.026954830747436542,0.30176004864772843,0.1362865927223073,49.442542044042305,47.82772354287831,0.1524,10.404948650719305
71,9Iron,A,four4,hann,track,none,18,6,18.668707797374065,21.279999999999987,-2.611292202625922,-1.085087140918753,-1.0607326815227935,0.024354459395959482,0.31040000178041394,0.12836342071868342,49.442542044042305,47.82772354287831,0.1524,10.404948650719305
72,7Iron,A,direct1,hann,track,none,29,8,7.274678486006539,1.6789999999999963,5.595678486006543,-0.8398649297198297,-0.7284587073431168,0.11140622237671294,nan,nan,34.19850331256091,34.01207683687395,0.1524,10.404948650719305
72,7Iron,A,two2,hann,track,none,29,8,5.778126217152182,1.6789999999999963,4.099126217152186,-0.9160041789202839,-0.8935754158594242,0.022428763060859613,nan,0.2831492778585336,34.19850331256091,34.01207683687395,0.1524,10.404948650719305
72,7Iron,A,four3,hann,track,none,29,8,10.357615054591603,1.6789999999999963,8.678615054591607,-0.989878138602382,-0.9418006735626434,0.04807746503973864,0.5914120913892583,0.42383201601365,34.19850331256091,34.01207683687395,0.1524,10.404948650719305
72,7Iron,A,four4,hann,track,none,29,8,7.210937048991592,1.6789999999999963,5.531937048991596,-1.3051689982466175,-1.2795344179349146,0.025634580311702848,1.0302346149224764,0.6281122234270162,34.19850331256091,34.01207683687395,0.1524,10.404948650719305
73,7Iron,A,direct1,hann,track,none,20,6,14.989060079573271,18.677999999999987,-3.6889399204267157,-1.0210720979040913,-0.9519777177061828,0.06909438019790848,nan,nan,50.470732339714075,48.94787602387909,0.1524,10.404948650719305
73,7Iron,A,two2,hann,track,none,20,6,15.174478000291256,18.677999999999987,-3.503521999708731,-1.0561286041082194,-0.9861900218314191,0.06993858227680028,nan,0.10873736998474091,50.470732339714075,48.94787602387909,0.1524,10.404948650719305
73,7Iron,A,four3,hann,track,none,20,6,16.223036054581343,18.677999999999987,-2.454963945418644,-1.1428826145062392,-1.1233550923284787,0.019527522177760437,0.15889942132837934,0.10589559200831376,50.470732339714075,48.94787602387909,0.1524,10.404948650719305
73,7Iron,A,four4,hann,track,none,20,6,16.63810606695618,18.677999999999987,-2.039893933043807,-1.2490213340732843,-1.2352087745083677,0.01381255956491656,0.18946350048559019,0.1300412728950231,50.470732339714075,48.94787602387909,0.1524,10.404948650719305
74,7Iron,A,direct1,hann,track,none,17,5,14.480243400446815,16.30699999999998,-1.8267565995531658,-0.9098411252567129,-0.8946228132120215,0.015218312044691373,nan,nan,53.91293463391955,52.245087594089,0.1524,10.404948650719305
74,7Iron,A,two2,hann,track,none,17,5,14.563818312763336,16.30699999999998,-1.7431816872366444,-0.9920618841411232,-0.9774384444916985,0.014623439649424697,nan,0.1536414103160793,53.91293463391955,52.245087594089,0.1524,10.404948650719305
74,7Iron,A,four3,hann,track,none,17,5,16.03414014580632,16.30699999999998,-0.272859854193662,-1.054479253577557,-1.0543589410321412,0.00012031254541566838,0.14217444938972354,0.1525947990471024,53.91293463391955,52.245087594089,0.1524,10.404948650719305
74,7Iron,A,four4,hann,track,none,17,5,16.967895902913618,16.30699999999998,0.6608959029136372,-1.253040166932378,-1.2523708230796724,0.0006693438527056728,0.20042713428995582,0.1472454022822132,53.91293463391955,52.245087594089,0.1524,10.404948650719305
75,7Iron,A,direct1,hann,track,none,22,7,15.333734045480503,17.240999999999993,-1.9072659545194899,-0.9407056289185867,-0.918914674157669,0.021790954760917636,nan,nan,52.66122470875392,51.04982513255473,0.1524,10.404948650719305
75,7Iron,A,two2,hann,track,none,22,7,15.245616426713589,17.240999999999993,-1.9953835732864036,-1.0131867394444263,-0.9901025248819751,0.023084214562451133,nan,0.16646549603545763,52.66122470875392,51.04982513255473,0.1524,10.404948650719305
75,7Iron,A,four3,hann,track,none,22,7,14.983999486220384,17.240999999999993,-2.2570005137796088,-1.1055441178554983,-1.093466983928406,0.01207713392709242,0.21500956577519303,0.17419989863159085,52.66122470875392,51.04982513255473,0.1524,10.404948650719305
75,7Iron,A,four4,hann,track,none,22,7,14.148742663616597,17.240999999999993,-3.092257336383396,-1.2091762357803866,-1.1958560469567778,0.013320188823608747,0.250493956933167,0.14114203089234412,52.66122470875392,51.04982513255473,0.1524,10.404948650719305
